Question,Category
මීටර් 6 ක් දිග ලී කොටයක් සමාන කැබලි 5 කට කපන ලදී. එක් කැබැල්ලක දිග සෙන්ටිමීටර් වලින් කොපමණ ද?,Length measuring 
ගසක උස මීටර් 8 කි. කණුවක උස සෙන්ටිමීටර් 550 කි. ගොඩනැගිල්ලක උස මීටර් 6 යි සෙන්ටිමීටර් 75 කි. මේවා උස අඩුම එකේ සිට උස වැඩිම එක දක්වා පිළිවෙලට ලියන්න.,Length measuring 
"මැරතන් තරගයක මුළු දුර කිලෝමීටර 42 කි. ක්‍රීඩකයෙකු කිලෝමීටර 35 යි මීටර් 800 ක් දුව අවසන් නම්, ඔහුට තරගය අවසන් කිරීමට තව කොපමණ දුරක් දිවීමට තිබේද? ",Length measuring 
"A, B, C, D යන ස්ථාන හතරක් එකම සරල රේඛාවක පිහිටා ඇත. A ට නැගෙනහිරින් B ද, B ට නැගෙනහිරින් C ද, C ට නැගෙනහිරින් D ද පිහිටා ඇත. එසේ නම්, C ස්ථානය පිහිටා ඇත්තේ පිළිවෙලින් A ට සහ D ට කුමන දිශාවලින් ද? (
1) නැගෙනහිර, බටහිර 
(2) බටහිර, නැගෙනහිර 
(3) නැගෙනහිර",Directions
"නිවසක සිට පුද්ගලයෙකු දකුණට මීටර් 50 ක් ගොස්, ඉන්පසු නැගෙනහිරට මීටර් 50 ක් ගොස්, අවසානයේ උතුරට මීටර් 50 ක් ගමන් කළේය. ඔහු දැන් සිටින ස්ථානය, නිවසට සාපේක්ෂව කුමන දිශාවකින් පිහිටා තිබේද?
 (1) උතුර 
(2) දකුණ 
(3) නැගෙනහිර",Directions
"X ගම්මානය Y ගම්මානයට බටහිරින් පිහිටා ඇත. Z ගම්මානය X ගම්මානයට දකුණින් පිහිටා ඇත. එසේ නම්, Y ගම්මානයට සාපේක්ෂව Z ගම්මානය පිහිටියේ කුමන දිශාවෙන් ද? 
(1) වයඹ 
(2) ගිනිකොන
(3) නිරිත ",Directions
"වටරවුමකින් මාර්ග හතරක් දිවේ. උතුරට යන මාර්ගය නගරයට ද, නැගෙනහිරට යන මාර්ගය ගුවන් තොටුපළට ද, 
දකුණට යන මාර්ගය දුම්රිය ස්ථානයට ද, බටහිරට යන මාර්ගය වෙරළට ද යොමු වේ. ඔබ දුම්රිය ස්ථානයේ සිට ගුවන් තොටුපළ දෙසට මුහුණලා සිටී නම්, 
ඔබේ වම් අත පැත්තෙන් ඇත්තේ කුමන ස්ථානයට යන මාර්ගය ද? 
(1) නගරය 
(2) වෙරළ 
(3) දුම්රිය ස්ථානය",Directions
"රවී උතුර දෙසට මුහුණලා සිටී. ඔහු වාමාවර්තව (වමට) අංශක 90 ක් හැරී, ඉන්පසු දක්ෂිණාවර්තව (දකුණට) අංශක 45 ක් හැරුණහොත්, 
ඔහු අවසානයේ මුහුණලා සිටින්නේ කුමන දිශාවට ද?
 (1) වයඹ
(2) ඊසාන 
(3) බටහිර",Directions
"ක්‍රීඩා පිටියක හතර කොනේ කණු හතරක් සිටුවා ඇත (A, B, C, D). A කණුව B කණුවට ඊසාන දෙසින් ද, B කණුව C කණුවට ගිනිකොන දෙසින් ද, 
C කණුව D කණුවට නිරිත දෙසින් ද පිහිටා ඇත. එසේනම්, A කණුව D කණුවට සාපේක්ෂව පිහිටා ඇත්තේ කුමන දිශාවෙන් ද? 
(1) ඊසාන  
(2) වයඹ 
(3) නිරිත ",Directions
"සවස් කාලයේ , උතුරට මුහුණලා සිටින ගසක සෙවනැල්ල ප්‍රධාන වශයෙන් කුමන දෙසට විහිදේ ද? 
(1) නැගෙනහිර 
(2) බටහිර 
(3) දකුණ",Directions
"මුහුණත් 5 ක්, දාර 8 ක් සහ ශීර්ෂ 5 ක් ඇති ඝන වස්තුවක් සඳහා උදාහරණයක් දෙන්න.",Shapes and Solids
කඩදාසියකින් කපාගත් ත්‍රිකෝණාකාර ප්‍රිස්මයක දැලක් සෑදීමට අවශ්‍ය අවම තල රූප වර්ග  මොනවාද? ,Shapes and Solids
"මුදුන් (ශීර්ෂ) නොමැති, වක්‍ර පෘෂ්ඨයක් සහ එකිනෙකට සමාන්තර, සමාන වෘත්තාකාර මුහුණත් දෙකක් පමණක් ඇති ඝන වස්තුව කුමක් ද? 
(1) කේතුව 
(2) සිලින්ඩරය 
(3) ඝනකය",Shapes and Solids
"ශීර්ෂ 8 ක් සහ එකිනෙකට සමාන දිගින් යුතු දාර 12 ක් ඇති ඝන වස්තුව කුමක් ද? 
(1) චතුරස්‍ර පිරමීඩය (2) ඝනකය (3) සිලින්ඩරය",Shapes and Solids
"කේතුවක සහ ඝනකයක ඇති මුළු පැතලි මුහුණත්  ගණනෙහි එකතුව කීය ද? 
(1) 6
(2) 7
(3) 8",Shapes and Solids
"ටින් කිරි  අසුරන ටින් එකක් ආසන්න වශයෙන් කුමන ජ්‍යාමිතික ඝන වස්තුවේ හැඩය ගනී ද? 
(1) කේතුව 
(2) සිලින්ඩරය 
(3) පිරමීඩය",Shapes and Solids
"චතුරස්‍ර පිරමීඩයක ශීර්ෂ) කීයක් තිබේද? 
(1) 4 
(2) 5 
(3) 8",Shapes and Solids
"""කේතුවකට ඇත්තේ එක් වක්‍ර දාරයක් පමණි."" මෙම ප්‍රකාශය සත්‍ය ද? අසත්‍ය ද?",Shapes and Solids
පොත් 20 කින් පහෙන් පංගු තුනක් (3/5) යනු පොත් කීයක් ද?,Fractions
බිස්කට් 24 ක් ඇති පැකට්ටුවකින් අටෙන් පංගු හතක් (7/8) යනු බිස්කට් කීයක් ද?,Fractions
"පාසලක සිසුන් 400 දෙනෙකුගෙන් පහෙන් පංගු දෙකක් (2/5) පිරිමි ළමුන් නම්, පාසලේ සිටින පිරිමි ළමුන් ගණන කීය ද?",Fractions
ලීටර් 14 ක් වූ දියරයකින් හතෙන් පංගු තුනක් (3/7) යනු ලීටර් කීයක් ද?,Fractions
කිලෝමීටර් 30 ක දුරකින් හයෙන් පංගුවක් (1/6) යනු කිලෝමීටර් කීයක් ද?,Fractions
මිනිත්තු 60 කින් හතරෙන් පංගු තුනක් (3/4) යනු මිනිත්තු කීයක් ද?,Fractions
කිලෝග්‍රෑම් 12 ක් බර එළවළු තොගයකින් හයෙන් පංගු පහක් (5/6) යනු කිලෝග්‍රෑම් කීයක් ද?,Fractions
මීටර් 15 ක් දිග රෙදි කැබැල්ලකින් තුනෙන් පංගුවක් (1/3) යනු මීටර් කීයක් ද?,Fractions
"සීනි කිලෝවක් රු. 280 ක් ද, තේ කොළ පැකට්ටුවක් රු. 150 ක් ද, සබන් කැටයක් රු. 85 යි සත 50 ක් ද වේ. මේ සියල්ල මිලදී ගැනීමට අවශ්‍ය මුළු මුදල කීය ද?",Currency
එකක මිල රුපියල් 35 බැගින් වූ පෑන් 6 ක් මිලදී ගැනීමට කොපමණ මුදලක් වැය වේ ද?,Currency
"රුපියල් 650 ක් වටිනා කමිසයක් මිලදී ගෙන රුපියල් 1000 ක මුදල් නෝට්ටුවක් ලබා දුන් විට, ආපසු ලැබිය යුතු ඉතිරි මුදල කොපමණ ද?",Currency
"එක් වෙළඳසැලක සපත්තු කුට්ටමක මිල රු. 2500 ක් වන අතර, තවත් වෙළඳසැලක එම වර්ගයේම සපත්තු කුට්ටමක මිල රු. 2375 කි. මිල අඩු වෙළඳසැලේ සපත්තු කුට්ටම අනෙක් වෙළඳසැලට වඩා කීයකින් මිල අඩු ද?",Currency
"වෙළෙන්දෙකු රුපියල් 1200 කට මිලදී ගත් භාණ්ඩයක්, ප්‍රවාහන ගාස්තු ලෙස රු. 150 ක් ද වැය කර, රුපියල් 1500 කට විකුණුවේ නම්, ඔහු ලැබුවේ ලාභයක් ද අලාභයක් ද? කොපමණ ද?",Currency
එකම වර්ගයේ අභ්‍යාස පොත් 8 ක් සඳහා රුපියල් 520 ක් ගෙවන ලදී. එක් අභ්‍යාස පොතක මිල කීය ද?,Currency
"මුදල් පසුම්බියක රුපියල් 20 නෝට්ටු 5 ක්, රුපියල් 100 නෝට්ටු 3 ක් සහ රුපියල් 500 නෝට්ටුවක් ඇත. එහි ඇති මුළු මුදල් ප්‍රමාණය කීය ද?",Currency
අමල් සතියකට රුපියල් 250 ක් ඉතිරි කරයි. සති 4 කින් (ආසන්න වශයෙන් මාසයකින්) ඔහු කොපමණ මුදලක් ඉතිරි කරයි ද?,Currency
"සහෝදරයන් තිදෙනෙකු එකතු වී තම මවට රුපියල් 2400 ක් වටිනා තෑග්ගක් මිලදී ගත්හ. ඔවුන් වියදම සමානව බෙදා ගත්තේ නම්, එක් සහෝදරයෙකු කොපමණ මුදලක් දැරුවේ ද?",Currency
එක් බස් රථයක ආසන 52 ක් ඇත. එවැනි බස් රථ 6 ක ඇති මුළු ආසන ගණන කීය ද?,Multiplication
බිත්තර තැටියක බිත්තර 30 ක් අසුරනු ලැබේ. එවැනි තැටි 8 ක ඇති මුළු බිත්තර ගණන කීය ද?,Multiplication
එක් පැකට්ටුවක අභ්‍යාස පොත් 6 ක් ඇත. එවැනි පැකට් 24 ක ඇති මුළු අභ්‍යාස පොත් ගණන කීය ද?,Multiplication
"කුකුළන් 15 දෙනෙකුගේ මුළු කකුල් ගණන කීය ද?
",Multiplication
හෝටලයක ප්‍රධාන කෑම වර්ග 3 ක් සහ අතුරුපස වර්ග 4 ක් ඇත. එක් ප්‍රධාන කෑමක් සහ එක් අතුරුපසක් තෝරාගෙන කෑම වේලක් සකස් කර ගත හැකි විවිධ ආකාර ගණන කීය ද?,Multiplication
"ශාලාවක පුටු පේළි 25 ක් ඇත. සෑම පේළියකම පුටු 12 ක් තබා ඇත්නම්, ශාලාවේ ඇති මුළු පුටු ගණන කීය ද?",Multiplication
සාමාන්‍ය වසරක සති 52 ක් ඇත. එවැනි වසර 5 ක ඇති මුළු සති ගණන කීය ද?,Multiplication
මල් කූඩයක මල් 35 ක් ඇත. එවැනි කූඩ 4 ක ඇති මුළු මල් ගණන කීය ද?,Multiplication
"එක් දරුවෙකුට ටොෆි 4 ක් බැගින් දීමට නම්, දරුවන් 48 දෙනෙකු සඳහා අවශ්‍ය මුළු ටොෆි ගණන කීය ද?",Multiplication
"සංඛ්‍යා රටාවේ ඊළඟට ආ යුතු සංඛ්‍යා දෙක ලියන්න: 4, 8, 12, 16, ______, ______.",Number patterns
"සංඛ්‍යා රටාවේ හිස්තැන්වලට ආ යුතු සංඛ්‍යා ලියන්න: ______, ______, 45, 40, 35, 30.",Number patterns
"සංඛ්‍යා රටාවේ ඊළඟට ආ යුතු සංඛ්‍යාව ලියන්න: 3, 6, 12, 24, ______.",Number patterns
"සංඛ්‍යා රටාවේ හිස්තැන්වලට ආ යුතු සංඛ්‍යා ලියන්න: ______, ______, 100, 50, 25.",Number patterns
"සංඛ්‍යා රටාවේ ඊළඟට ආ යුතු සංඛ්‍යාව ලියන්න: (වර්ග සංඛ්‍යා) 1, 4, 9, 16, 25, 36, ______.",Number patterns
"සංඛ්‍යා රටාවේ හිස්තැන්වලට ආ යුතු සංඛ්‍යාව ලියන්න: 5, 8, 11, ______, 17, 20.",Number patterns
"සංඛ්‍යා රටාවේ ඊළඟට ආ යුතු සංඛ්‍යා දෙක ලියන්න: (වෙනස ක්‍රමයෙන් වැඩිවේ) 1, 3, 6, 10, 15, ______, ______.",Number patterns
"සංඛ්‍යා රටාවේ හිස්තැන්වලට ආ යුතු සංඛ්‍යා ලියන්න: (තුනේ ගුණාකාර) 3, 6, ______, 12, 15, ______.",Number patterns
"සංඛ්‍යා රටාවේ ඊළඟට ආ යුතු සංඛ්‍යා දෙක ලියන්න: 81, 27, 9, 3, ______, ______.",Number patterns
